customer_id,geography,gender,age,tenure,credit_score,balance,num_of_products,has_cr_card,is_active_member,estimated_salary,exited,risk_tier
ACC-101502,Germany,Male,40,9,537,159428.49,2,1,0,158146.16,0,Medium Risk
ACC-101503,France,Male,36,5,756,55040.22,1,1,1,31698.27,1,Low Risk
ACC-101504,France,Male,43,7,693,32918.62,2,1,1,188660.22,0,Low Risk
ACC-101505,France,Female,42,6,679,100379.0,2,1,1,134943.44,1,Low Risk
ACC-101506,France,Male,33,5,714,0.0,1,1,1,153717.9,0,Low Risk
ACC-101507,France,Male,56,2,665,0.0,2,1,0,90085.65,1,Low Risk
ACC-101508,Germany,Female,28,4,476,60075.3,2,1,1,52165.14,0,Low Risk
ACC-101509,Germany,Male,46,8,757,56820.34,2,1,0,129598.04,0,Medium Risk
ACC-101510,Spain,Male,47,2,393,32997.78,1,1,0,158572.1,1,Medium Risk
ACC-101511,France,Male,44,0,491,102363.8,2,0,1,144499.89,0,Low Risk
ACC-101512,Spain,Male,38,3,722,56613.68,1,1,1,96962.67,0,Low Risk
ACC-101513,France,Male,41,0,597,96483.64,2,0,0,85835.52,0,Low Risk
ACC-101514,Germany,Male,43,7,547,39186.22,1,0,1,97787.1,0,Medium Risk
ACC-101515,Germany,Female,45,4,569,117731.11,1,0,1,160622.66,1,Medium Risk
ACC-101516,France,Female,23,7,743,36703.2,1,1,1,27120.12,0,Low Risk
ACC-101517,France,Female,30,1,610,55022.4,1,1,1,190586.46,0,Low Risk
ACC-101518,Spain,Male,35,6,686,184246.74,1,1,0,178816.27,0,Medium Risk
ACC-101519,France,Female,35,3,562,0.0,2,1,1,129635.04,0,Low Risk
ACC-101520,Germany,Female,58,3,532,110886.35,1,1,0,117468.23,0,High Risk
ACC-101521,France,Male,34,10,707,0.0,1,0,1,92389.96,0,Low Risk
ACC-101522,Spain,Male,49,9,494,145337.84,1,1,0,73593.18,0,Medium Risk
ACC-101523,Germany,Male,39,5,657,136713.44,1,1,0,149012.04,1,Medium Risk
ACC-101524,Spain,Male,45,5,705,0.0,2,1,1,116713.06,0,Low Risk
ACC-101525,Germany,Male,55,3,619,189804.74,1,0,0,160189.01,1,High Risk
ACC-101526,France,Male,28,8,784,43996.25,1,1,1,64614.76,0,Low Risk
ACC-101527,France,Female,46,9,773,164765.99,2,1,1,56986.51,1,Low Risk
ACC-101528,Spain,Male,34,8,779,152365.43,1,1,1,44082.05,0,Low Risk
ACC-101529,Spain,Female,43,5,780,97467.55,1,0,0,100104.2,1,Medium Risk
ACC-101530,Spain,Male,48,3,665,54245.18,1,0,0,91545.52,1,Medium Risk
ACC-101531,Spain,Female,23,3,642,0.0,1,1,0,176659.72,0,Low Risk
ACC-101532,Germany,Female,39,6,654,93495.12,2,1,1,77328.53,0,Low Risk
ACC-101533,Spain,Male,36,9,528,0.0,1,1,0,172955.3,1,Low Risk
ACC-101534,Germany,Female,43,3,758,125576.76,2,1,1,75100.89,0,Low Risk
ACC-101535,Spain,Female,26,4,682,0.0,1,0,0,54148.41,0,Low Risk
ACC-101536,France,Female,18,10,623,0.0,1,0,1,132553.39,0,Low Risk
ACC-101537,France,Male,45,4,552,169709.94,2,1,1,81609.73,0,Low Risk
ACC-101538,France,Male,35,0,616,0.0,2,1,1,64729.85,0,Low Risk
ACC-101539,France,Male,52,5,830,50469.0,1,1,1,170154.08,0,Low Risk
ACC-101540,Germany,Female,25,3,596,110245.34,2,1,0,181545.12,1,Medium Risk
ACC-101541,France,Female,52,6,612,149749.85,2,1,1,103311.28,1,Low Risk
ACC-101542,Spain,Female,47,10,761,0.0,1,0,0,94126.37,1,Medium Risk
ACC-101543,Spain,Female,36,7,650,0.0,2,0,0,181303.43,0,Low Risk
ACC-101544,France,Male,43,1,553,38868.26,1,0,0,140877.68,0,Medium Risk
ACC-101545,Germany,Male,47,3,639,186671.65,1,1,1,127440.61,0,Medium Risk
ACC-101546,France,Male,33,3,695,127726.63,1,1,1,41527.59,0,Low Risk
ACC-101547,France,Male,52,6,639,181998.22,1,1,0,33224.09,1,Medium Risk
ACC-101548,Germany,Female,50,6,614,66847.05,1,1,0,31614.56,1,Medium Risk
ACC-101549,Spain,Female,31,3,737,86558.88,4,1,1,174995.22,1,Medium Risk
ACC-101550,Germany,Female,31,4,662,194997.21,1,1,0,167870.47,1,Medium Risk
ACC-101551,France,Female,33,10,815,61413.18,2,0,0,48096.75,0,Low Risk
ACC-101552,France,Female,37,0,788,157773.41,1,1,1,149818.89,0,Low Risk
ACC-101553,GERMANY ,Female,57,5,702,29839.73,2,1,1,136099.78,0,Low Risk
ACC-101554,Spain,Female,40,4,586,0.0,1,1,1,128634.1,1,Low Risk
ACC-101555,Spain,Male,56,9,761,170736.98,1,0,0,67919.55,0,Medium Risk
ACC-101556,FRANCE ,Female,60,10,623,44360.96,4,1,1,29599.06,1,High Risk
ACC-101557,Spain,Male,25,10,760,0.0,2,1,1,52361.62,0,Low Risk
ACC-101558,France,Male,44,2,654,0.0,2,1,0,181017.09,0,Low Risk
ACC-101559,France,Female,59,9,713,42817.82,1,1,0,54551.95,1,Medium Risk
ACC-101560,France,Female,33,2,645,102909.84,1,1,0,102332.84,0,Medium Risk
ACC-101561,Spain,Male,22,7,653,173568.95,1,1,1,122176.98,0,Low Risk
ACC-101562,France,Male,28,5,788,0.0,1,1,1,156092.19,0,Low Risk
ACC-101563,Germany,Male,18,3,822,48727.41,1,0,0,147574.87,0,Medium Risk
ACC-101564,France,Female,20,8,737,74930.11,1,1,0,94105.92,0,Low Risk
ACC-101565,France,Female,60,8,758,87863.09,1,0,1,171973.43,0,Low Risk
ACC-101566,France,Female,22,0,755,109646.02,2,1,1,139416.07,0,Low Risk
ACC-101567,Spain,Female,36,3,783,0.0,1,1,0,68093.82,0,Low Risk
ACC-101568,Germany,Female,31,8,623,54276.67,1,1,0,40559.62,1,Medium Risk
ACC-101569,Spain,Male,58,1,820,0.0,2,0,0,43633.6,0,Medium Risk
ACC-101570,France,Female,32,0,703,176143.69,2,1,1,50223.05,0,Low Risk
ACC-101571,Spain,Male,35,5,567,60573.95,2,1,1,149760.05,0,Low Risk
ACC-101572,Germany,Male,21,0,577,33421.74,2,1,0,113271.86,0,Medium Risk
ACC-101573,France,Male,38,0,591,77852.74,1,1,1,192463.73,0,Low Risk
ACC-101574,France,Female,47,1,657,0.0,3,0,1,152803.46,0,High Risk
ACC-101575,France,Female,18,6,773,39263.72,1,0,1,108629.29,1,Low Risk
ACC-101576,France,Female,31,6,850,77492.0,2,0,1,97152.04,0,Low Risk
ACC-101577,Germany,Male,40,2,710,115840.97,2,1,1,129782.47,1,Low Risk
ACC-101578,Spain,Female,31,3,626,129077.83,2,1,0,80830.25,1,Low Risk
ACC-101579,Germany,Female,44,9,538,133657.17,1,0,0,125215.72,0,High Risk
ACC-101580,France,Female,35,7,708,109700.37,2,1,0,190932.25,0,Low Risk
ACC-101581,Spain,Male,47,8,698,0.0,1,1,1,115376.99,0,Low Risk
ACC-101582,Germany,Male,20,6,716,142115.9,1,1,0,135047.33,1,Medium Risk
ACC-101583,France,Female,21,8,559,27604.35,1,1,0,47456.67,0,Low Risk
ACC-101584,Germany,Female,42,1,557,99935.39,1,1,0,165348.18,0,High Risk
ACC-101585,Germany,Female,37,0,399,171126.82,3,1,1,75217.15,0,High Risk
ACC-101586,Spain,Male,29,10,653,0.0,1,1,0,63748.41,0,Low Risk
ACC-101587,Germany,Male,47,7,426,138382.97,1,0,0,194942.93,1,High Risk
ACC-101588,France,Male,36,4,850,0.0,2,1,1,,0,Low Risk
ACC-101589,France,Male,57,8,583,0.0,2,1,1,190839.12,0,Low Risk
ACC-101590,Germany,Female,56,4,471,124463.59,1,0,1,99799.83,0,Medium Risk
ACC-101591,Germany,Male,53,0,661,36064.93,2,0,0,146558.55,0,Medium Risk
ACC-101592,France,Male,21,9,678,0.0,1,0,0,136388.16,0,Low Risk
ACC-101593,Germany,Female,42,7,565,134890.81,2,1,0,49597.1,1,Medium Risk
ACC-101594,Germany,Male,37,7,676,71209.81,1,1,1,38160.24,1,Low Risk
ACC-101595,France,Male,49,10,682,62608.3,1,0,1,100561.13,0,Low Risk
ACC-101596,France,Male,35,6,651,149197.57,2,1,1,188443.19,0,Low Risk
ACC-101597,France,Female,18,3,627,27691.75,1,1,1,,0,Low Risk
ACC-101598,Germany,Male,18,0,707,182228.0,1,1,0,36948.11,0,High Risk
ACC-101599,Spain,Male,36,0,764,155904.96,1,1,1,142700.25,0,Low Risk
ACC-101600,Spain,Female,39,2,559,123208.77,2,1,0,165871.73,1,Low Risk
ACC-101601,France,Male,37,7,606,28507.87,1,0,0,117174.63,0,Low Risk
ACC-101602,France,Male,41,5,661,138745.85,2,1,1,101572.53,0,Low Risk
ACC-101603,France,Female,22,8,813,33430.86,1,1,0,186350.44,0,Low Risk
ACC-101604,Spain,Male,33,2,813,0.0,3,1,0,191874.64,1,High Risk
ACC-101605,France,Female,37,9,489,0.0,2,1,1,178879.0,0,Low Risk
ACC-101606,France,Male,31,6,742,150245.18,1,0,1,181352.27,1,Low Risk
ACC-101607,Germany,Male,31,8,560,192061.92,2,1,1,107083.85,0,Low Risk
ACC-101608,France,Male,39,9,540,135517.96,1,0,0,150349.11,1,Medium Risk
ACC-101609,France,Female,32,4,576,0.0,1,1,0,166596.89,0,Low Risk
ACC-101610,Spain,Female,51,4,691,174444.43,1,1,0,40850.06,1,Medium Risk
ACC-101611,Germany,Male,40,1,731,98868.79,1,1,1,157100.26,1,Medium Risk
ACC-101612,France,Male,50,1,599,0.0,1,1,1,171668.16,0,Low Risk
ACC-101613,Spain,Female,45,9,618,185305.14,1,1,0,24980.28,0,Medium Risk
ACC-101614,France,Female,38,0,635,135254.87,2,1,1,133759.97,0,Low Risk
ACC-101615,France,Male,18,7,579,0.0,2,1,1,34954.47,0,Low Risk
ACC-101616,Germany,Male,47,0,701,56822.43,2,1,1,139322.34,0,Low Risk
ACC-101617,Germany,Female,43,3,703,52866.91,1,1,0,95837.96,1,Medium Risk
ACC-101618,France,Male,39,4,685,26909.84,1,1,0,74103.72,0,Low Risk
ACC-101619,Spain,Female,58,6,528,194227.13,1,1,0,46893.99,0,Medium Risk
ACC-101620,Spain,Female,34,10,701,0.0,2,1,0,192129.33,0,Low Risk
ACC-101621,France,Male,31,8,722,0.0,2,0,1,171408.75,0,Low Risk
ACC-101622,Germany,Female,50,2,751,115940.32,2,0,1,183565.13,0,Low Risk
ACC-101623,Spain,Female,67,8,584,147107.31,1,1,1,191083.53,1,Medium Risk
ACC-101624,Germany,Female,53,7,546,75424.2,1,1,1,114614.44,1,Medium Risk
ACC-101625,Germany,Male,28,5,582,97369.14,1,0,1,104324.63,0,Low Risk
ACC-101626,Spain,Male,20,9,717,107164.01,1,1,0,58885.42,0,Medium Risk
ACC-101627,France,Female,49,3,727,160276.66,1,0,0,61219.78,1,Medium Risk
ACC-101628,France,Male,51,4,676,83367.73,2,1,1,,0,Low Risk
ACC-101629,Spain,Female,29,1,643,95201.14,1,1,1,48757.34,1,Low Risk
ACC-101630,France,Male,39,6,626,66051.41,1,1,1,100218.42,0,Low Risk
ACC-101631,France,Male,38,7,705,135614.82,1,1,0,181691.33,0,Medium Risk
ACC-101632,France,Male,39,0,657,0.0,1,1,0,189696.77,0,Medium Risk
ACC-101633,FRANCE ,Female,45,6,687,103230.51,1,1,1,123181.22,0,Low Risk
ACC-101634,Germany,Male,48,6,649,74082.76,1,1,0,150630.1,1,Medium Risk
ACC-101635,Spain,Female,32,8,672,58879.02,1,0,1,178986.57,0,Low Risk
ACC-101636,Spain,Female,46,7,439,190797.63,1,1,0,109867.43,1,Medium Risk
ACC-101637,Spain,Male,50,8,776,34610.5,1,1,0,126810.71,0,Medium Risk
ACC-101638,Spain,Male,32,3,654,82020.21,2,1,0,89862.33,1,Low Risk
ACC-101639,France,Male,29,5,719,172790.29,2,0,0,99294.72,0,Low Risk
ACC-101640,France,Female,46,10,632,185159.74,2,1,1,46533.12,0,Low Risk
ACC-101641,France,Female,19,0,591,165880.86,1,1,1,151659.88,0,Low Risk
ACC-101642,France,Male,42,8,812,109684.17,1,0,1,147756.18,0,Low Risk
ACC-101643,France,Female,34,3,822,181267.0,2,1,0,138305.9,0,Low Risk
ACC-101644,Spain,Female,29,4,546,0.0,1,1,0,128103.74,0,Low Risk
ACC-101645,Spain,Female,34,4,694,163867.2,1,1,1,121401.18,0,Low Risk
ACC-101646,Spain,Male,55,10,643,0.0,2,0,1,112187.48,0,Low Risk
ACC-101647,Germany,Female,43,6,779,78932.67,2,0,1,109064.17,0,Low Risk
ACC-101648,Germany,Male,46,10,350,136157.36,1,1,1,121939.29,0,Medium Risk
ACC-101649,Spain,Female,43,4,630,0.0,2,0,0,143735.7,0,Low Risk
ACC-101650,Germany,Male,52,6,716,174580.8,1,0,0,94090.63,1,High Risk
ACC-101651,Germany,Female,30,9,807,48424.12,1,1,1,138805.15,0,Low Risk
ACC-101652,Spain,Female,35,7,724,35829.54,2,0,1,67176.85,1,Low Risk
ACC-101653,France,Female,30,8,660,127083.95,2,1,1,107922.47,0,Low Risk
ACC-101654,France,Male,37,6,734,134450.93,1,0,0,74506.19,0,Medium Risk
ACC-101655,Spain,Male,36,10,786,163959.45,2,0,1,,1,Low Risk
ACC-101656,Germany,Male,38,2,605,123686.82,4,0,0,65274.7,1,High Risk
ACC-101657,Germany,Male,36,7,661,82434.59,2,1,1,110285.09,0,Low Risk
ACC-101658,France,Male,22,9,619,96505.76,2,0,0,140789.94,0,Low Risk
ACC-101659,France,Female,28,2,665,0.0,1,1,0,84801.01,0,Low Risk
ACC-101660,Spain,Female,45,6,569,177809.02,3,0,0,183940.58,1,High Risk
ACC-101661,Germany,Male,36,9,693,75404.4,2,1,0,75726.58,0,Low Risk
ACC-101662,France,Female,33,8,677,47201.3,1,1,1,169910.1,0,Low Risk
ACC-101663,France,Female,36,4,788,0.0,2,1,1,105997.33,0,Low Risk
ACC-101664,France,Female,27,1,637,194446.2,1,1,0,139751.21,0,Medium Risk
ACC-101665,Germany,Male,33,6,664,76617.3,2,1,0,86984.68,1,Low Risk
ACC-101666,France,Female,35,4,651,178281.06,2,1,1,27681.3,0,Low Risk
ACC-101667,France,Female,30,4,749,142972.4,3,1,1,28318.43,0,High Risk
ACC-101668,France,Female,35,8,495,193754.03,1,1,1,79064.38,0,Low Risk
ACC-101669,Germany,Male,46,1,719,168207.27,2,1,1,59084.96,0,Medium Risk
ACC-101670,France,Female,61,10,643,91966.65,1,1,0,190068.34,0,Medium Risk
ACC-101671,France,Male,39,9,707,79670.76,1,1,1,117863.03,1,Low Risk
ACC-101672,France,Female,28,3,620,104856.31,1,1,0,153686.55,1,Medium Risk
ACC-101673,Germany,Female,38,7,678,156372.45,1,1,0,30906.17,0,Medium Risk
ACC-101674,France,Male,20,2,809,0.0,3,1,1,127076.29,1,Medium Risk
ACC-101675,Spain,Male,29,7,650,156279.99,2,0,1,98361.27,0,Low Risk
ACC-101676,France,Male,51,4,764,152031.61,2,0,1,88420.22,0,Low Risk
ACC-101677,Spain,Female,38,9,686,99453.33,1,1,0,155078.49,0,Low Risk
ACC-101678,France,Female,37,3,706,0.0,1,1,0,76478.73,0,Low Risk
ACC-101679,France,Female,27,5,689,65591.1,1,1,1,172529.78,0,Low Risk
ACC-101680,Germany,Male,43,5,669,151632.38,2,1,0,28555.14,0,Medium Risk
ACC-101681,Germany,Male,-41,6,394,179065.26,1,1,0,141119.25,1,High Risk
ACC-101682,France,Female,35,5,565,0.0,1,1,0,106651.29,0,Low Risk
ACC-101683,France,Female,41,10,772,40331.63,2,1,0,158524.87,0,Low Risk
ACC-101684,Spain,Male,37,4,633,101749.67,1,0,1,151619.96,0,Low Risk
ACC-101685,France,Male,40,5,701,161041.48,3,1,0,73456.9,1,High Risk
ACC-101686,France,Male,32,9,628,61717.33,2,1,0,46390.59,1,Low Risk
ACC-101687,France,Female,47,1,823,93300.29,2,1,1,129439.0,0,Low Risk
ACC-101688,Germany,Female,34,5,646,108002.33,1,1,0,102089.97,1,Medium Risk
ACC-101689,France,Female,37,0,555,102952.55,2,1,0,137538.64,0,Low Risk
ACC-101690,Spain,Male,42,9,675,188121.31,2,0,0,64094.16,0,Low Risk
ACC-101691,France,Female,28,7,622,178220.29,2,0,1,180968.87,0,Low Risk
ACC-101692,Germany,Female,38,10,599,110641.41,1,0,1,159644.3,1,Medium Risk
ACC-101693,Spain,Female,36,9,652,173916.59,4,1,0,90887.49,1,High Risk
ACC-101694,Spain,Male,43,4,706,32204.49,2,1,1,120120.97,0,Low Risk
ACC-101695,Germany,Female,32,0,665,160136.2,3,1,1,56035.24,1,High Risk
ACC-101696,Germany,Female,52,1,630,167720.6,1,1,1,114925.77,1,High Risk
ACC-101697,France,Male,28,10,627,65918.23,1,1,1,125521.91,0,Low Risk
ACC-101698,Germany,Male,27,4,646,55608.19,1,1,1,69741.12,0,Low Risk
ACC-101699,Germany,Male,37,0,606,158200.8,2,1,1,143304.78,0,Low Risk
ACC-101700,Spain,Male,40,5,604,39180.83,2,1,1,170438.18,0,Low Risk
ACC-101701,Spain,Female,33,2,566,0.0,2,1,0,75975.78,1,Low Risk
ACC-101702,France,Female,29,0,504,63955.74,1,1,1,157201.79,0,Low Risk
ACC-101703,France,Male,32,8,598,0.0,2,1,1,144315.08,0,Low Risk
ACC-101704,Germany,Male,18,3,656,99041.97,1,1,0,104315.86,0,Medium Risk
ACC-101705,France,Female,28,6,668,129373.2,1,0,1,100806.58,0,Low Risk
ACC-101706,Spain,Male,54,4,665,180451.62,2,1,1,126331.39,0,Low Risk
ACC-101707,France,Male,44,9,641,141262.89,1,1,1,139282.07,0,Low Risk
ACC-101708,France,Male,49,1,758,172252.06,2,1,0,192273.28,0,Low Risk
ACC-101709,France,Female,35,1,705,0.0,3,1,1,117899.32,0,High Risk
ACC-101710,France,Female,45,1,731,44514.35,1,1,0,103061.6,0,Medium Risk
ACC-101711,France,Female,49,7,709,0.0,1,1,0,113603.28,0,Medium Risk
ACC-101712,Germany,Female,44,2,580,71357.45,2,1,0,108627.28,1,Medium Risk
ACC-101713,France,Male,38,3,627,137670.71,2,0,0,27842.13,1,Low Risk
ACC-101714,France,Female,41,4,850,189389.98,1,1,1,193219.06,0,Low Risk
ACC-101715,Germany,Female,48,1,646,116092.43,2,0,1,190571.32,0,Medium Risk
ACC-101716,France,Female,19,4,738,81281.68,2,1,0,181769.52,1,Low Risk
ACC-101717,France,Female,35,1,662,76533.28,2,0,1,141893.25,0,Low Risk
ACC-101718,Germany,Male,32,2,686,76978.15,1,1,1,82037.98,1,Low Risk
ACC-101719,France,Male,43,10,653,128332.32,2,1,1,30097.87,0,Low Risk
ACC-101720,Spain,Female,44,8,528,0.0,1,1,0,157856.73,0,Medium Risk
ACC-101721,Germany,Male,59,4,571,87573.85,2,1,1,166049.26,1,Low Risk
ACC-101722,Spain,Female,40,5,722,56039.32,1,1,1,107202.46,1,Low Risk
ACC-101723,France,Female,37,0,710,0.0,2,1,1,64965.76,0,Low Risk
ACC-101724,France,Male,38,8,710,0.0,2,0,0,146812.38,0,Low Risk
ACC-101725,France,Male,-33,1,449,98283.28,4,0,0,153078.67,1,High Risk
ACC-101726,France,Male,24,5,626,168928.56,2,1,0,63651.76,0,Low Risk
ACC-101727,France,Male,45,8,657,136290.4,1,0,0,71901.26,0,Medium Risk
ACC-101728,Germany,Male,43,4,701,153473.05,1,1,0,167765.11,1,High Risk
ACC-101729,France,Male,28,3,588,0.0,1,1,0,96244.4,0,Low Risk
ACC-101730,France,Female,43,8,728,190976.45,3,1,1,130891.01,0,High Risk
ACC-101731,Germany,Female,45,0,685,107560.11,2,1,1,181909.92,1,Medium Risk
ACC-101732,France,Female,23,9,746,83158.94,1,1,1,130549.02,0,Low Risk
ACC-101733,Germany,Female,47,7,577,166491.31,1,0,0,100585.58,0,High Risk
ACC-101734,Germany,Female,39,8,850,192307.82,3,0,0,22308.01,0,High Risk
ACC-101735,Spain,Female,56,8,539,133007.22,2,1,1,153075.09,0,Low Risk
ACC-101736,Germany,Male,37,0,611,163875.46,1,1,0,45564.99,1,High Risk
ACC-101737,France,Male,29,7,588,118031.0,1,1,1,114078.11,0,Low Risk
ACC-101738,France,Male,34,1,495,0.0,2,1,1,50819.99,1,Low Risk
ACC-101739,Germany,Female,36,0,593,175428.18,2,1,0,25881.21,1,Medium Risk
ACC-101740,Germany,Female,36,4,655,154854.1,1,1,1,34668.18,0,Medium Risk
ACC-101741,France,Female,18,5,693,149094.94,2,1,1,46416.58,1,Low Risk
ACC-101742,France,Male,21,2,469,76864.7,2,1,1,139796.8,0,Low Risk
ACC-101743,Germany,Female,46,0,564,53901.12,1,1,1,115765.6,1,Medium Risk
ACC-101744,Germany,Male,46,1,547,184077.44,2,1,0,117331.65,0,Medium Risk
ACC-101745,France,Male,45,1,712,0.0,2,1,0,43007.68,1,Low Risk
ACC-101746,France,Male,30,7,753,130669.26,1,1,0,33037.55,1,Medium Risk
ACC-101747,France,Female,28,1,623,90700.74,1,1,1,134856.32,0,Low Risk
ACC-101748,France,Female,35,9,789,52595.68,1,1,1,31161.03,0,Low Risk
ACC-101749,France,Male,20,3,719,192522.23,3,1,0,23558.12,0,High Risk
ACC-101750,Germany,Male,43,4,648,105902.95,1,0,0,104483.65,0,High Risk
ACC-101751,France,Female,-25,8,773,174690.58,1,0,0,87055.03,0,Medium Risk
ACC-101752,Spain,Male,52,0,533,0.0,1,0,1,177794.17,0,Medium Risk
ACC-101753,France,Male,29,0,508,97235.45,1,0,1,71527.06,0,Low Risk
ACC-101754,France,Male,35,10,631,91539.73,1,0,0,48250.57,0,Low Risk
ACC-101755,GERMANY ,Female,45,0,646,80037.23,1,1,0,65337.4,1,High Risk
ACC-101756,France,Male,41,3,632,69481.56,3,1,1,108545.0,1,High Risk
ACC-101757,France,Male,27,0,691,82276.28,1,1,1,69929.79,1,Low Risk
ACC-101758,Germany,Female,28,10,537,82489.36,2,1,1,68799.62,0,Low Risk
ACC-101759,France,Female,46,3,619,0.0,1,1,0,,0,Medium Risk
ACC-101760,Spain,Male,29,8,725,176928.17,1,1,0,115682.24,0,Medium Risk
ACC-101761,France,Male,47,8,728,75013.63,1,1,1,144690.68,0,Low Risk
ACC-101762,France,Male,27,6,595,107032.18,2,0,1,131561.17,0,Low Risk
ACC-101763,France,Male,37,3,688,95714.48,2,1,1,134193.66,0,Low Risk
ACC-101764,France,Female,22,1,651,44669.53,2,1,0,191255.23,1,Low Risk
ACC-101765,France,Male,60,7,679,55506.88,2,1,0,127271.8,0,Low Risk
ACC-101766,France,Male,44,0,557,189817.21,1,1,1,134124.28,0,Medium Risk
ACC-101767,Spain,Female,50,5,731,0.0,1,1,1,134920.18,1,Low Risk
ACC-101768,France,Male,38,0,764,54614.92,1,1,1,144594.12,0,Low Risk
ACC-101769,France,Male,41,7,702,79492.41,2,1,1,144313.72,0,Low Risk
ACC-101770,Spain,Female,41,10,568,183855.07,2,1,0,168275.37,1,Low Risk
ACC-101771,Germany,Female,48,6,406,129468.65,1,0,0,176231.91,1,High Risk
ACC-101772,France,Male,35,3,590,40384.09,1,1,0,180027.01,0,Low Risk
ACC-101773,France,Male,28,7,750,190744.01,1,1,0,36958.11,0,Medium Risk
ACC-101774,France,Male,34,6,719,79280.59,3,1,0,37225.87,1,High Risk
ACC-101775,Spain,Female,32,10,361,117658.21,2,0,1,31205.73,1,Low Risk
ACC-101776,France,Male,22,0,619,120203.47,2,1,1,125578.02,0,Low Risk
ACC-101777,France,Male,28,6,745,46069.56,1,0,1,136423.54,0,Low Risk
ACC-101778,GERMANY ,Female,54,0,654,110750.68,2,1,1,118010.57,0,Medium Risk
ACC-101779,France,Female,36,1,594,0.0,2,1,1,126837.91,0,Low Risk
ACC-101780,France,Female,26,1,546,118055.94,1,1,1,31870.94,0,Low Risk
ACC-101781,Spain,Female,34,9,778,0.0,1,1,0,57142.27,0,Low Risk
ACC-101782,SPAIN ,Male,48,9,719,0.0,2,0,1,125162.53,0,Low Risk
ACC-101783,France,Female,38,1,578,0.0,2,0,1,78792.57,0,Low Risk
ACC-101784,France,Female,31,8,628,0.0,2,1,1,185409.4,0,Low Risk
ACC-101785,France,Male,22,1,671,177326.71,1,1,1,28363.67,1,Low Risk
ACC-101786,Germany,Female,35,10,692,29833.13,1,1,0,162966.11,0,Medium Risk
ACC-101787,Spain,Female,55,5,605,46167.98,2,0,1,186638.9,0,Low Risk
ACC-101788,Spain,Female,23,10,611,177973.03,2,0,1,27122.43,0,Low Risk
ACC-101789,France,Female,60,3,686,0.0,2,1,1,152594.29,0,Low Risk
ACC-101790,Spain,Female,42,1,529,0.0,1,1,0,160681.16,0,Medium Risk
ACC-101791,Germany,Male,42,10,441,131633.13,2,1,1,114317.05,0,Low Risk
ACC-101792,Germany,Male,22,3,689,97219.29,1,1,0,91956.94,0,Medium Risk
ACC-101793,France,Male,37,6,623,0.0,2,1,1,186642.11,0,Low Risk
ACC-101794,France,Female,50,9,522,136182.65,2,1,0,43384.24,1,Low Risk
ACC-101795,Germany,Male,43,4,575,29009.51,2,1,1,44278.06,0,Low Risk
ACC-101796,France,Female,40,0,623,117511.52,2,1,0,145342.09,0,Low Risk
ACC-101797,France,Male,43,6,712,120991.24,2,1,1,30472.86,1,Low Risk
ACC-101798,France,Male,54,2,678,130308.03,1,0,0,46819.03,0,Medium Risk
ACC-101799,France,Female,58,10,626,0.0,1,0,0,181582.49,0,Medium Risk
ACC-101800,France,Female,34,7,465,66015.29,1,1,0,,0,Low Risk
ACC-101801,France,Male,31,1,513,0.0,2,1,1,105035.08,0,Low Risk
ACC-101802,France,Male,37,5,547,114403.03,2,1,1,171298.26,0,Low Risk
ACC-101803,Spain,Male,40,3,567,0.0,2,1,0,111761.67,0,Low Risk
ACC-101804,France,Female,45,10,784,53311.16,1,1,1,187546.73,0,Low Risk
ACC-101805,Germany,Female,28,1,781,86003.69,2,1,1,49501.71,0,Low Risk
ACC-101806,Germany,Male,60,4,656,180011.78,2,1,1,70715.23,0,Medium Risk
ACC-101807,France,Male,26,4,673,0.0,1,1,0,34623.18,1,Low Risk
ACC-101808,France,Female,38,3,689,0.0,1,0,0,129529.19,0,Low Risk
ACC-101809,Germany,Male,53,10,840,126870.52,3,0,1,27563.42,1,High Risk
ACC-101810,Germany,Female,55,0,717,165507.66,2,0,1,184747.14,1,Medium Risk
ACC-101811,France,Female,38,10,673,142328.87,1,1,1,153813.11,0,Low Risk
ACC-101812,Germany,Female,24,9,684,112242.61,1,0,1,118753.32,0,Medium Risk
ACC-101813,France,Female,38,9,850,165078.42,1,1,0,159432.57,0,Medium Risk
ACC-101814,France,Male,39,4,658,50894.06,1,0,1,166927.44,0,Low Risk
ACC-101815,France,Female,38,0,673,0.0,1,1,0,68129.82,0,Medium Risk
ACC-101816,Spain,Female,38,7,585,62629.44,2,0,0,161894.87,0,Low Risk
ACC-101817,France,Female,38,2,579,124042.59,2,0,0,103719.74,0,Low Risk
ACC-101818,Germany,Female,35,1,566,72134.87,2,1,0,72392.52,1,Medium Risk
ACC-101819,France,Female,32,1,588,92339.91,1,1,1,,0,Low Risk
ACC-101820,France,Female,28,1,542,36394.98,2,1,0,75515.04,0,Low Risk
ACC-101821,Spain,Female,28,0,746,0.0,1,1,0,162621.74,0,Medium Risk
ACC-101822,Germany,Male,32,8,710,159155.08,1,1,0,81214.41,0,Medium Risk
ACC-101823,Spain,Male,30,6,734,0.0,1,1,1,136906.57,0,Low Risk
ACC-101824,Germany,Female,35,0,802,30910.61,1,0,1,138999.77,0,Medium Risk
ACC-101825,France,Female,46,1,823,177780.43,1,1,1,173109.49,0,Medium Risk
