order_id,order_date,customer_id,customer_name,segment,region,category,sub_category,product_name,unit_price,quantity,discount,sales,profit,shipping_mode
ORD-20242240,2025-06-26,CUST-0572,Customer_572,Corporate,South,Furniture,Bookcases,Furniture - Bookcases,767.3,2,0.1,1381.14,-9.9,Second Class
ORD-20242241,2025-09-20,CUST-0812,Customer_812,Home Office,East,Furniture,Bookcases,Furniture - Bookcases,93.84,1,0.1,84.46,-1.7,Second Class
ORD-20242242,2025-01-12,CUST-0837,Customer_837,Consumer,West,Furniture,Filing Cabinets,Furniture - Filing Cabinets,342.96,8,0.05,2606.5,95.34,First Class
ORD-20242243,2025-06-20,CUST-0090,Customer_90,Consumer,North,Furniture,Ergonomic Chairs,Furniture - Ergonomic Chairs,151.28,1,0.15,128.59,-7.05,Standard Class
ORD-20242244,2024-06-10,CUST-0843,Customer_843,Corporate,West,Office Supplies,Binders & Storage,Office Supplies - Binders & Storage,84.04,1,0.0,84.04,20.42,Standard Class
ORD-20242245,2024-02-12,CUST-0531,Customer_531,Consumer,North,Technology,Peripherals,Technology - Peripherals,1083.45,3,0.15,2762.8,390.65,Second Class
ORD-20242246,2024-08-16,CUST-0533,Customer_533,Corporate,West,technology  ,Smartphones,Technology - Smartphones,785.82,2,0.0,1571.64,446.61,Standard Class
ORD-20242247,2025-01-01,CUST-0568,Customer_568,Corporate,South,Office Supplies,Desk Organization,Office Supplies - Desk Organization,22.64,8,0.1,163.01,20.96,Second Class
ORD-20242248,2025-11-20,CUST-0107,Customer_107,Home Office,South,Furniture,Standing Desks,Furniture - Standing Desks,384.22,1,0.15,326.59,-6.2,Standard Class
ORD-20242249,2025-02-11,CUST-0720,Customer_720,Consumer,South,Furniture,Bookcases,Furniture - Bookcases,242.74,1,0.15,206.33,-8.13,Standard Class
ORD-20242250,2024-12-16,CUST-0660,Customer_660,Consumer,Central,Technology,Networking,Technology - Networking,847.87,1,0.0,847.87,230.44,Second Class
ORD-20242251,2024-08-10,CUST-0158,Customer_158,Corporate,West,Technology,Networking,Technology - Networking,808.43,1,0.0,808.43,208.57,Second Class
ORD-20242252,2025-11-07,CUST-0717,Customer_717,Corporate,East,Furniture,Bookcases,Furniture - Bookcases,686.19,3,0.0,2058.57,111.98,Second Class
ORD-20242253,2024-06-15,CUST-0327,Customer_327,Corporate,Central,Technology,Peripherals,Technology - Peripherals,573.68,1,0.0,573.68,161.92,Second Class
ORD-20242254,2024-04-19,CUST-0430,Customer_430,Home Office,South,Office Supplies,Desk Organization,Office Supplies - Desk Organization,153.99,3,0.0,461.97,107.79,Same Day
ORD-20242255,2024-10-14,CUST-0702,Customer_702,Corporate,North,Furniture,Filing Cabinets,Furniture - Filing Cabinets,614.86,1,0.05,584.12,32.33,Standard Class
ORD-20242256,2025-06-05,CUST-0283,Customer_283,Home Office,West,Furniture,Bookcases,Furniture - Bookcases,104.58,1,0.1,94.12,0.25,Same Day
ORD-20242257,2025-11-15,CUST-0710,Customer_710,Home Office,Central,Technology,Networking,Technology - Networking,919.81,1,0.05,873.82,230.26,First Class
ORD-20242258,2025-05-04,CUST-0328,Customer_328,Consumer,North,Technology,Networking,Technology - Networking,1271.21,4,0.15,4322.11,815.75,Standard Class
ORD-20242259,2024-04-30,CUST-0400,Customer_400,Consumer,North,Technology,Smartphones,Technology - Smartphones,398.43,2,0.15,677.33,126.82,First Class
ORD-20242260,2024-04-15,CUST-0282,Customer_282,Consumer,West,Furniture,Filing Cabinets,Furniture - Filing Cabinets,604.13,3,0.0,1812.39,123.13,Standard Class
ORD-20242261,2025-05-13,CUST-0460,Customer_460,Home Office,North,Technology,Laptops & PCs,Technology - Laptops & PCs,253.59,1,0.05,240.91,54.45,Standard Class
ORD-20242262,2024-10-22,CUST-0269,Customer_269,Consumer,East,Furniture,Bookcases,Furniture - Bookcases,306.19,3,0.0,918.57,54.29,Standard Class
ORD-20242263,2025-07-07,CUST-0286,Customer_286,Corporate,West,Technology,Smartphones,Technology - Smartphones,954.54,1,0.05,906.81,224.88,Second Class
ORD-20242264,2025-04-28,CUST-0049,Customer_49,Consumer,East,Furniture,Filing Cabinets,Furniture - Filing Cabinets,376.32,2,0.05,715.01,24.53,Standard Class
ORD-20242265,2024-06-30,CUST-0261,Customer_261,Home Office,Central,Office Supplies,Binders & Storage,Office Supplies - Binders & Storage,22.74,2,0.0,45.48,9.16,Standard Class
ORD-20242266,2025-08-07,CUST-0018,Customer_18,Consumer,South,Technology,Networking,Technology - Networking,782.74,2,0.0,1565.48,411.66,Standard Class
ORD-20242267,2024-09-18,CUST-0319,Customer_319,Corporate,North,Technology,Laptops & PCs,Technology - Laptops & PCs,785.58,4,0.15,2670.97,392.16,Standard Class
ORD-20242268,2025-10-27,CUST-0833,Customer_833,Consumer,West,Technology,Smartphones,Technology - Smartphones,861.46,1,0.0,861.46,231.93,Standard Class
ORD-20242269,2025-10-21,CUST-0427,Customer_427,Consumer,South,Technology,Peripherals,Technology - Peripherals,1341.4,1,0.15,1140.19,212.51,Standard Class
ORD-20242270,2025-05-28,CUST-0253,Customer_253,Consumer,West,Technology,Smartphones,Technology - Smartphones,359.54,1,0.0,359.54,98.97,Standard Class
ORD-20242271,2025-03-20,CUST-0287,Customer_287,Home Office,East,Technology,Laptops & PCs,Technology - Laptops & PCs,1015.55,2,0.0,2031.1,515.58,Standard Class
ORD-20242272,2025-07-30,CUST-0560,Customer_560,Home Office,North,Office Supplies,Pens & Markers,Office Supplies - Pens & Markers,108.92,3,0.1,294.08,38.08,Second Class
ORD-20242273,2024-03-03,CUST-0387,Customer_387,Consumer,North,Office Supplies,Desk Organization,Office Supplies - Desk Organization,153.19,1,0.0,153.19,36.91,Standard Class
ORD-20242274,2024-08-06,CUST-0127,Customer_127,Home Office,North,Technology,Smartphones,Technology - Smartphones,1105.58,3,0.0,3316.74,981.4,Standard Class
ORD-20242275,2024-09-01,CUST-0680,Customer_680,Consumer,South,Technology,Peripherals,Technology - Peripherals,1364.45,3,0.0,4093.35,1159.08,Standard Class
ORD-20242276,2025-10-01,CUST-0483,Customer_483,Consumer,Central,Technology,Laptops & PCs,Technology - Laptops & PCs,879.6,1,0.0,879.6,256.99,Same Day
ORD-20242277,2025-02-12,CUST-0116,Customer_116,Consumer,South,Furniture,Standing Desks,Furniture - Standing Desks,551.4,1,0.0,551.4,59.13,Standard Class
ORD-20242278,2024-04-20,CUST-0298,Customer_298,Corporate,South,Office Supplies,Pens & Markers,Office Supplies - Pens & Markers,38.79,1,0.05,36.85,5.88,Standard Class
ORD-20242279,2024-08-24,CUST-0644,Customer_644,Consumer,East,Technology,Smartphones,Technology - Smartphones,853.7,4,0.0,3414.8,908.37,Standard Class
ORD-20242280,2024-01-21,CUST-0600,Customer_600,Home Office,Central,Furniture,Filing Cabinets,Furniture - Filing Cabinets,646.03,1,0.0,646.03,64.57,Standard Class
ORD-20242281,2025-11-20,CUST-0294,Customer_294,Corporate,North,Technology,Laptops & PCs,Technology - Laptops & PCs,1330.71,1,0.0,1330.71,367.45,Standard Class
ORD-20242282,2024-02-29,CUST-0142,Customer_142,Consumer,West,Office Supplies,Desk Organization,Office Supplies - Desk Organization,54.01,2,0.2,86.42,6.12,Second Class
ORD-20242283,2024-11-21,CUST-0272,Customer_272,Consumer,North,Furniture,Bookcases,Furniture - Bookcases,122.06,3,0.15,311.25,-14.9,Standard Class
ORD-20242284,2025-01-10,CUST-0653,Customer_653,Consumer,South,Office Supplies,Desk Organization,Office Supplies - Desk Organization,167.33,1,0.15,142.23,11.46,Standard Class
ORD-20242285,2025-11-19,CUST-0386,Customer_386,Home Office,East,Technology,Laptops & PCs,Technology - Laptops & PCs,1398.07,1,0.15,1188.36,176.86,Standard Class
ORD-20242286,2025-02-22,CUST-0751,Customer_751,Consumer,Central,Office Supplies,Paper & Stationery,Office Supplies - Paper & Stationery,155.45,1,0.2,124.36,9.15,Standard Class
ORD-20242287,2024-05-26,CUST-0584,Customer_584,Consumer,East,Technology,Printers,Technology - Printers,1398.41,1,0.05,1328.49,342.66,Standard Class
ORD-20242288,2024-04-08,CUST-0022,Customer_22,Consumer,North,Office Supplies,Pens & Markers,Office Supplies - Pens & Markers,49.06,1,0.2,39.25,2.03,Second Class
ORD-20242289,2025-09-03,CUST-0555,Customer_555,Consumer,South,Office Supplies,Binders & Storage,Office Supplies - Binders & Storage,174.29,1,0.0,174.29,38.26,Standard Class
ORD-20242290,2025-03-08,CUST-0436,Customer_436,Consumer,South,Office Supplies,Pens & Markers,Office Supplies - Pens & Markers,103.84,1,0.0,103.84,19.84,Standard Class
ORD-20242291,2024-07-24,CUST-0259,Customer_259,Consumer,North,Furniture,Ergonomic Chairs,Furniture - Ergonomic Chairs,715.67,3,0.05,2039.66,81.83,Standard Class
ORD-20242292,2024-07-18,CUST-0372,Customer_372,Corporate,South,Technology,Networking,Technology - Networking,935.13,5,0.1,4208.09,857.62,Second Class
ORD-20242293,2024-04-28,CUST-0420,Customer_420,Consumer,North,furniture  ,Ergonomic Chairs,Furniture - Ergonomic Chairs,345.15,5,0.0,1725.75,144.83,Second Class
ORD-20242294,2024-03-13,CUST-0486,Customer_486,Consumer,East,Office Supplies,Desk Organization,Office Supplies - Desk Organization,99.71,1,0.1,89.74,15.64,Second Class
ORD-20242295,2025-08-08,CUST-0527,Customer_527,Corporate,West,Office Supplies,Paper & Stationery,Office Supplies - Paper & Stationery,55.56,1,0.0,55.56,13.26,Standard Class
ORD-20242296,2025-12-08,CUST-0775,Customer_775,Home Office,North,Technology,Printers,Technology - Printers,440.73,4,0.0,1762.92,460.97,Second Class
ORD-20242297,2025-10-12,CUST-0137,Customer_137,Consumer,Central,Technology,Smartphones,Technology - Smartphones,465.64,1,0.05,442.36,105.57,Second Class
ORD-20242298,2025-04-29,CUST-0789,Customer_789,Consumer,Central,Technology,Laptops & PCs,Technology - Laptops & PCs,692.97,1,0.05,658.32,157.37,Standard Class
ORD-20242299,2025-01-20,CUST-0392,Customer_392,Consumer,North,Technology,Peripherals,Technology - Peripherals,414.11,3,0.05,1180.21,312.67,First Class
ORD-20242300,2024-02-12,CUST-0644,Customer_644,Consumer,East,Office Supplies,Desk Organization,Office Supplies - Desk Organization,58.34,3,0.0,175.02,39.82,Same Day
ORD-20242301,2024-12-02,CUST-0197,Customer_197,Home Office,East,Office Supplies,Desk Organization,Office Supplies - Desk Organization,166.22,2,0.05,315.82,65.69,Standard Class
ORD-20242302,2025-03-29,CUST-0509,Customer_509,Consumer,North,Furniture,Standing Desks,Furniture - Standing Desks,845.65,1,0.0,845.65,47.15,Standard Class
ORD-20242303,2024-12-06,CUST-0761,Customer_761,Corporate,North,Office Supplies,Paper & Stationery,Office Supplies - Paper & Stationery,30.38,1,0.0,30.38,6.27,Second Class
ORD-20242304,2024-05-26,CUST-0167,Customer_167,Consumer,East,Technology,Networking,Technology - Networking,1097.76,3,0.1,2963.95,521.51,Same Day
ORD-20242305,2025-04-06,CUST-0760,Customer_760,Consumer,East,Office Supplies,Pens & Markers,Office Supplies - Pens & Markers,155.51,2,0.0,311.02,73.58,Second Class
ORD-20242306,2024-12-31,CUST-0572,Customer_572,Corporate,South,Technology,Peripherals,Technology - Peripherals,499.11,1,0.0,499.11,139.13,First Class
ORD-20242307,2024-06-12,CUST-0534,Customer_534,Consumer,North,Office Supplies,Pens & Markers,Office Supplies - Pens & Markers,174.07,1,0.0,174.07,40.44,Standard Class
ORD-20242308,2024-09-29,CUST-0811,Customer_811,Home Office,South,Technology,Laptops & PCs,Technology - Laptops & PCs,1174.74,3,0.15,2995.59,474.84,Standard Class
ORD-20242309,2025-04-02,CUST-0139,Customer_139,Consumer,South,Technology,Peripherals,Technology - Peripherals,1226.3,1,0.0,1226.3,339.44,Standard Class
ORD-20242310,2025-01-21,CUST-0097,Customer_97,Corporate,Central,Furniture,Ergonomic Chairs,Furniture - Ergonomic Chairs,297.34,1,0.05,282.47,14.15,Second Class
ORD-20242311,2024-03-09,CUST-0048,Customer_48,Home Office,South,Furniture,Bookcases,Furniture - Bookcases,574.34,1,0.0,574.34,29.13,Standard Class
ORD-20242312,2024-01-25,CUST-0217,Customer_217,Consumer,North,Furniture,Filing Cabinets,Furniture - Filing Cabinets,348.59,2,0.1,627.46,-1.63,Standard Class
ORD-20242313,2024-07-07,CUST-0151,Customer_151,Consumer,East,Office Supplies,Pens & Markers,Office Supplies - Pens & Markers,173.19,1,0.05,164.53,25.87,Same Day
ORD-20242314,2025-12-09,CUST-0643,Customer_643,Consumer,North,Furniture,Ergonomic Chairs,Furniture - Ergonomic Chairs,331.47,3,0.15,845.25,-20.5,Standard Class
ORD-20242315,2024-01-31,CUST-0775,Customer_775,Home Office,North,Furniture,Standing Desks,Furniture - Standing Desks,379.82,1,0.1,341.84,0.71,Standard Class
ORD-20242316,2025-03-22,CUST-0613,Customer_613,Consumer,East,Office Supplies,Pens & Markers,Office Supplies - Pens & Markers,92.75,2,0.1,166.95,22.9,Standard Class
ORD-20242317,2024-02-17,CUST-0327,Customer_327,Corporate,Central,Office Supplies,Pens & Markers,Office Supplies - Pens & Markers,157.21,1,0.0,157.21,33.4,Standard Class
ORD-20242318,2025-06-01,CUST-0041,Customer_41,Consumer,North,Office Supplies,Paper & Stationery,Office Supplies - Paper & Stationery,25.82,1,0.0,25.82,5.45,Standard Class
ORD-20242319,2025-09-16,CUST-0404,Customer_404,Consumer,North,Technology,Laptops & PCs,Technology - Laptops & PCs,478.43,2,0.0,956.86,290.58,Standard Class
ORD-20242320,2024-03-10,CUST-0626,Customer_626,Consumer,East,Furniture,Filing Cabinets,Furniture - Filing Cabinets,808.19,3,0.0,2424.57,220.12,First Class
ORD-20242321,2025-01-05,CUST-0358,Customer_358,Consumer,North,Office Supplies,Paper & Stationery,Office Supplies - Paper & Stationery,15.39,4,0.3,43.09,-0.56,Standard Class
ORD-20242322,2024-02-20,CUST-0545,Customer_545,Home Office,West,Office Supplies,Desk Organization,Office Supplies - Desk Organization,141.17,5,0.05,670.56,116.47,First Class
ORD-20242323,2025-05-12,CUST-0528,Customer_528,Corporate,East,Furniture,Standing Desks,Furniture - Standing Desks,542.11,3,0.0,1626.33,164.89,Second Class
ORD-20242324,2024-02-24,CUST-0240,Customer_240,Consumer,West,Furniture,Filing Cabinets,Furniture - Filing Cabinets,512.57,4,0.1,1845.25,43.2,Standard Class
ORD-20242325,2025-05-24,CUST-0314,Customer_314,Consumer,South,Technology,Peripherals,Technology - Peripherals,975.24,8,0.0,7801.92,2047.97,Standard Class
ORD-20242326,2025-04-29,CUST-0761,Customer_761,Corporate,North,Office Supplies,Paper & Stationery,Office Supplies - Paper & Stationery,126.19,4,0.1,454.28,57.37,Standard Class
ORD-20242327,2024-04-16,CUST-0583,Customer_583,Home Office,South,Furniture,Bookcases,Furniture - Bookcases,381.34,1,0.05,362.27,6.47,Standard Class
ORD-20242328,2025-07-25,CUST-0590,Customer_590,Corporate,North,Office Supplies,Pens & Markers,Office Supplies - Pens & Markers,131.1,2,0.0,262.2,54.63,First Class
ORD-20242329,2025-09-03,CUST-0441,Customer_441,Corporate,West,Office Supplies,Paper & Stationery,Office Supplies - Paper & Stationery,97.23,1,,92.37,14.61,Standard Class
ORD-20242330,2024-07-09,CUST-0617,Customer_617,Corporate,West,Technology,Laptops & PCs,Technology - Laptops & PCs,606.47,1,0.05,576.15,137.69,Standard Class
ORD-20242331,2025-10-07,CUST-0779,Customer_779,Consumer,East,Office Supplies,Pens & Markers,Office Supplies - Pens & Markers,130.88,2,0.05,248.67,51.15,Standard Class
ORD-20242332,2024-11-28,CUST-0285,Customer_285,Consumer,North,Furniture,Bookcases,Furniture - Bookcases,215.92,1,0.0,215.92,17.72,First Class
ORD-20242333,2025-01-10,CUST-0115,Customer_115,Consumer,North,Technology,Peripherals,Technology - Peripherals,316.4,2,0.0,632.8,163.6,Second Class
ORD-20242334,2025-05-21,CUST-0010,Customer_10,Consumer,East,Technology,Printers,Technology - Printers,1245.29,4,0.0,4981.16,1290.38,Standard Class
ORD-20242335,2024-11-12,CUST-0810,Customer_810,Consumer,North,office supplies  ,Paper & Stationery,Office Supplies - Paper & Stationery,63.86,3,0.0,191.58,39.51,Standard Class
ORD-20242336,2025-03-26,CUST-0746,Customer_746,Corporate,West,Furniture,Standing Desks,Furniture - Standing Desks,196.71,1,0.1,177.04,3.89,First Class
ORD-20242337,2025-09-20,CUST-0838,Customer_838,Corporate,South,Office Supplies,Desk Organization,Office Supplies - Desk Organization,44.96,1,0.0,44.96,10.12,Standard Class
ORD-20242338,2024-04-26,CUST-0287,Customer_287,Home Office,East,Technology,Printers,Technology - Printers,1335.55,1,0.0,1335.55,345.9,Standard Class
ORD-20242339,2025-08-20,CUST-0510,Customer_510,Corporate,North,Office Supplies,Paper & Stationery,Office Supplies - Paper & Stationery,128.12,3,0.05,365.14,74.52,Standard Class
ORD-20242340,2024-03-28,CUST-0545,Customer_545,Home Office,West,Technology,Peripherals,Technology - Peripherals,696.92,1,0.2,557.54,85.06,Standard Class
ORD-20242341,2025-04-18,CUST-0356,Customer_356,Corporate,Central,Furniture,Bookcases,Furniture - Bookcases,763.69,1,0.0,763.69,39.6,Standard Class
ORD-20242342,2025-08-08,CUST-0031,Customer_31,Consumer,South,Technology,Printers,Technology - Printers,993.89,1,0.1,894.5,203.68,Second Class
ORD-20242343,22/08/2025,CUST-0656,Customer_656,Consumer,South,Technology,Smartphones,Technology - Smartphones,1262.8,1,0.0,1262.8,372.39,Standard Class
ORD-20242344,2024-07-07,CUST-0361,Customer_361,Corporate,Central,Furniture,Standing Desks,Furniture - Standing Desks,726.44,2,0.0,1452.88,103.8,First Class
ORD-20242345,2025-05-05,CUST-0763,Customer_763,Home Office,North,Furniture,Ergonomic Chairs,Furniture - Ergonomic Chairs,421.85,2,0.0,843.7,52.47,First Class
ORD-20242346,2025-06-24,CUST-0824,Customer_824,Consumer,West,Furniture,Bookcases,Furniture - Bookcases,347.28,2,0.05,659.83,20.98,First Class
ORD-20242347,2024-09-15,CUST-0531,Customer_531,Consumer,North,Furniture,Standing Desks,Furniture - Standing Desks,278.01,1,0.05,264.11,6.07,Second Class
ORD-20242348,2024-01-02,CUST-0189,Customer_189,Home Office,West,Office Supplies,Pens & Markers,Office Supplies - Pens & Markers,94.28,2,0.0,188.56,46.89,Standard Class
ORD-20242349,2025-09-15,CUST-0660,Customer_660,Consumer,Central,Technology,Printers,Technology - Printers,1153.12,4,0.05,4381.86,1068.77,First Class
ORD-20242350,2025-05-22,CUST-0535,Customer_535,Consumer,East,Technology,Peripherals,Technology - Peripherals,884.81,2,0.0,1769.62,462.16,Standard Class
ORD-20242351,2025-03-16,CUST-0820,Customer_820,Consumer,West,Technology,Peripherals,Technology - Peripherals,1123.16,2,0.0,2246.32,572.53,Second Class
ORD-20242352,2025-11-30,CUST-0577,Customer_577,Home Office,North,Technology,Networking,Technology - Networking,940.15,1,0.05,893.14,214.39,Standard Class
ORD-20242353,2025-06-03,CUST-0492,Customer_492,Consumer,East,Furniture,Filing Cabinets,Furniture - Filing Cabinets,815.29,8,,5543.97,-117.01,Standard Class
ORD-20242354,2024-04-26,CUST-0717,Customer_717,Corporate,East,Furniture,Standing Desks,Furniture - Standing Desks,798.52,2,0.0,1597.04,149.36,Standard Class
ORD-20242355,2024-12-16,CUST-0850,Customer_850,Consumer,South,Technology,Laptops & PCs,Technology - Laptops & PCs,332.31,5,0.15,1412.32,225.71,Standard Class
ORD-20242356,2024-08-10,CUST-0287,Customer_287,Home Office,East,Office Supplies,Desk Organization,Office Supplies - Desk Organization,144.16,3,0.05,410.86,86.59,Standard Class
ORD-20242357,2025-10-10,CUST-0277,Customer_277,Consumer,South,Technology,Smartphones,Technology - Smartphones,621.87,1,0.2,497.5,56.22,Standard Class
ORD-20242358,2024-12-23,CUST-0737,Customer_737,Home Office,South,Office Supplies,Pens & Markers,Office Supplies - Pens & Markers,19.31,3,0.0,57.93,13.49,Standard Class
ORD-20242359,2025-07-06,CUST-0132,Customer_132,Consumer,North,Office Supplies,Desk Organization,Office Supplies - Desk Organization,104.29,2,0.0,208.58,50.2,Standard Class
ORD-20242360,2025-05-12,CUST-0169,Customer_169,Consumer,South,Furniture,Ergonomic Chairs,Furniture - Ergonomic Chairs,266.41,1,0.0,266.41,14.2,First Class
ORD-20242361,2024-04-13,CUST-0534,Customer_534,Consumer,North,Office Supplies,Paper & Stationery,Office Supplies - Paper & Stationery,25.63,4,0.1,92.27,13.73,Standard Class
ORD-20242362,2025-08-08,CUST-0384,Customer_384,Home Office,West,Furniture,Ergonomic Chairs,Furniture - Ergonomic Chairs,394.07,5,0.0,1970.35,140.51,Second Class
ORD-20242363,2025-11-30,CUST-0739,Customer_739,Corporate,South,Office Supplies,Desk Organization,Office Supplies - Desk Organization,67.58,3,0.0,202.74,41.87,Standard Class
ORD-20242364,2025-05-29,CUST-0263,Customer_263,Consumer,South,Technology,Laptops & PCs,Technology - Laptops & PCs,1020.17,1,0.0,1020.17,275.18,Standard Class
ORD-20242365,2024-09-12,CUST-0487,Customer_487,Consumer,South,Office Supplies,Binders & Storage,Office Supplies - Binders & Storage,137.62,2,0.1,247.72,36.96,Standard Class
ORD-20242366,2025-08-09,CUST-0081,Customer_81,Consumer,East,Office Supplies,Paper & Stationery,Office Supplies - Paper & Stationery,81.1,2,0.0,162.2,38.49,Standard Class
ORD-20242367,2024-06-20,CUST-0746,Customer_746,Corporate,West,Office Supplies,Paper & Stationery,Office Supplies - Paper & Stationery,90.07,3,0.1,243.19,41.56,Standard Class
ORD-20242368,2024-10-03,CUST-0407,Customer_407,Home Office,Central,Technology,Laptops & PCs,Technology - Laptops & PCs,1030.71,2,0.05,1958.35,497.03,Standard Class
ORD-20242369,2025-08-19,CUST-0224,Customer_224,Consumer,South,Technology,Printers,Technology - Printers,1222.52,1,0.0,1222.52,347.51,Second Class
ORD-20242370,2024-11-26,CUST-0330,Customer_330,Corporate,West,Office Supplies,Desk Organization,Office Supplies - Desk Organization,50.6,1,0.1,45.54,7.42,Standard Class
ORD-20242371,2025-11-09,CUST-0778,Customer_778,Consumer,West,Technology,Printers,Technology - Printers,1207.83,2,0.15,2053.31,372.89,Standard Class
ORD-20242372,2024-07-13,CUST-0589,Customer_589,Consumer,Central,Technology,Peripherals,Technology - Peripherals,1255.96,1,0.0,1255.96,375.88,Second Class
ORD-20242373,2024-11-27,CUST-0484,Customer_484,Home Office,West,Furniture,Ergonomic Chairs,Furniture - Ergonomic Chairs,215.24,2,0.05,408.96,7.53,First Class
ORD-20242374,2025-03-18,CUST-0849,Customer_849,Corporate,Central,Office Supplies,Pens & Markers,Office Supplies - Pens & Markers,95.87,1,0.1,86.28,12.82,Standard Class
ORD-20242375,2025-09-24,CUST-0452,Customer_452,Corporate,West,Technology,Networking,Technology - Networking,1229.59,1,0.0,1229.59,347.89,Standard Class
ORD-20242376,2025-12-05,CUST-0527,Customer_527,Corporate,West,Office Supplies,Paper & Stationery,Office Supplies - Paper & Stationery,60.89,1,0.1,54.8,9.06,Second Class
ORD-20242377,2024-08-03,CUST-0609,Customer_609,Home Office,West,Furniture,Filing Cabinets,Furniture - Filing Cabinets,534.7,1,0.0,534.7,52.79,Second Class
ORD-20242378,01/01/2024,CUST-0180,Customer_180,Consumer,West,Furniture,Standing Desks,Furniture - Standing Desks,431.76,3,0.2,1036.22,-87.63,First Class
ORD-20242379,2025-08-02,CUST-0084,Customer_84,Corporate,South,Furniture,Bookcases,Furniture - Bookcases,658.64,2,0.0,1317.28,114.99,Standard Class
ORD-20242380,2025-03-16,CUST-0653,Customer_653,Consumer,South,Technology,Peripherals,Technology - Peripherals,936.5,2,0.1,1685.7,323.58,Standard Class
ORD-20242381,2024-06-11,CUST-0766,Customer_766,Consumer,South,Technology,Printers,Technology - Printers,317.36,1,0.0,317.36,80.67,First Class
ORD-20242382,2024-02-18,CUST-0121,Customer_121,Consumer,Central,Furniture,Filing Cabinets,Furniture - Filing Cabinets,658.83,1,0.2,527.06,-42.78,Standard Class
ORD-20242383,2024-07-25,CUST-0164,Customer_164,Corporate,West,Technology,Laptops & PCs,Technology - Laptops & PCs,954.83,1,0.15,811.61,123.94,Standard Class
ORD-20242384,2024-06-25,CUST-0248,Customer_248,Consumer,West,Technology,Laptops & PCs,Technology - Laptops & PCs,910.08,1,0.1,819.07,167.48,Standard Class
ORD-20242385,2024-09-30,CUST-0542,Customer_542,Corporate,West,Technology,Smartphones,Technology - Smartphones,698.83,1,0.0,698.83,202.96,Same Day
ORD-20242386,2024-02-22,CUST-0240,Customer_240,Consumer,West,Office Supplies,Paper & Stationery,Office Supplies - Paper & Stationery,47.07,2,0.0,94.14,22.86,Standard Class
ORD-20242387,2025-08-17,CUST-0234,Customer_234,Corporate,North,Office Supplies,Binders & Storage,Office Supplies - Binders & Storage,131.57,4,0.0,526.28,118.03,Standard Class
ORD-20242388,2024-05-09,CUST-0730,Customer_730,Home Office,South,Furniture,Standing Desks,Furniture - Standing Desks,630.13,2,0.0,1260.26,96.06,Same Day
ORD-20242389,2025-01-03,CUST-0314,Customer_314,Consumer,South,Furniture,Ergonomic Chairs,Furniture - Ergonomic Chairs,362.25,1,0.3,253.57,-42.73,Standard Class
ORD-20242390,2025-11-16,CUST-0767,Customer_767,Consumer,South,Furniture,Ergonomic Chairs,Furniture - Ergonomic Chairs,165.71,3,0.05,472.27,16.43,Standard Class
ORD-20242391,2025-07-08,CUST-0835,Customer_835,Corporate,Central,Technology,Networking,Technology - Networking,1275.56,5,0.0,6377.8,1940.38,First Class
ORD-20242392,2025-07-26,CUST-0687,Customer_687,Consumer,North,Office Supplies,Binders & Storage,Office Supplies - Binders & Storage,82.59,1,0.0,82.59,16.56,Standard Class
ORD-20242393,2025-03-19,CUST-0142,Customer_142,Consumer,West,Furniture,Filing Cabinets,Furniture - Filing Cabinets,534.83,3,0.0,1604.49,164.22,Standard Class
ORD-20242394,2024-02-07,CUST-0480,Customer_480,Corporate,East,Technology,Networking,Technology - Networking,746.15,1,0.3,522.3,32.24,Standard Class
ORD-20242395,2025-08-04,CUST-0647,Customer_647,Corporate,North,Furniture,Filing Cabinets,Furniture - Filing Cabinets,709.25,2,0.05,1347.58,85.24,First Class
ORD-20242396,2024-12-21,CUST-0307,Customer_307,Consumer,East,Technology,Printers,Technology - Printers,1370.95,4,0.0,5483.8,1445.86,Second Class
ORD-20242397,2024-07-21,CUST-0770,Customer_770,Home Office,South,Office Supplies,Desk Organization,Office Supplies - Desk Organization,38.76,2,0.0,77.52,15.85,Standard Class
ORD-20242398,2024-12-16,CUST-0400,Customer_400,Consumer,North,Office Supplies,Binders & Storage,Office Supplies - Binders & Storage,115.79,2,0.05,220.0,46.45,Standard Class
ORD-20242399,2024-10-07,CUST-0685,Customer_685,Corporate,West,Office Supplies,Paper & Stationery,Office Supplies - Paper & Stationery,144.79,1,0.0,144.79,31.6,Standard Class
ORD-20242400,2024-04-19,CUST-0477,Customer_477,Consumer,East,Furniture,Filing Cabinets,Furniture - Filing Cabinets,409.96,2,0.05,778.92,53.32,Same Day
ORD-20242401,2025-10-31,CUST-0387,Customer_387,Consumer,North,Furniture,Filing Cabinets,Furniture - Filing Cabinets,848.09,2,0.3,1187.33,-189.8,Standard Class
ORD-20242402,2024-12-04,CUST-0597,Customer_597,Consumer,Central,Office Supplies,Binders & Storage,Office Supplies - Binders & Storage,173.33,1,0.0,173.33,42.64,Second Class
ORD-20242403,2025-09-15,CUST-0293,Customer_293,Consumer,North,Technology,Printers,Technology - Printers,100.23,1,0.1,90.21,20.39,Standard Class
ORD-20242404,2025-05-20,CUST-0227,Customer_227,Consumer,East,Office Supplies,Paper & Stationery,Office Supplies - Paper & Stationery,160.71,1,0.1,144.64,22.81,Standard Class
