customer_id,customer_name,segment,region,recency_days,frequency,monetary_value,r_score,f_score,m_score,rfm_segment
CUST-0555,Customer_555,Consumer,South,6,14,7801.2,5,4,2,Champions (High Value)
CUST-0610,Customer_610,Consumer,North,9,9,7827.68,5,1,2,Promising New
CUST-0573,Customer_573,Corporate,North,34,12,7831.75,3,3,2,Hibernating / Lost
CUST-0336,Customer_336,Consumer,East,191,8,7832.84,1,1,2,Hibernating / Lost
CUST-0498,Customer_498,Home Office,West,29,8,7840.89,4,1,2,Promising New
CUST-0571,Customer_571,Consumer,Central,37,11,7874.69,3,2,2,Hibernating / Lost
CUST-0005,Customer_5,Consumer,East,5,11,7875.7,5,2,2,Promising New
CUST-0836,Customer_836,Corporate,North,25,8,7898.97,4,1,2,Promising New
CUST-0174,Customer_174,Consumer,East,47,11,7933.7,3,2,2,Hibernating / Lost
CUST-0742,Customer_742,Home Office,North,9,12,7950.84,5,3,2,Hibernating / Lost
CUST-0176,Customer_176,Consumer,North,24,13,7961.0,4,3,2,Hibernating / Lost
CUST-0065,Customer_65,Corporate,East,137,12,7986.91,1,3,2,At-Risk Customers
CUST-0233,Customer_233,Home Office,North,97,10,7998.71,1,2,2,Hibernating / Lost
CUST-0312,Customer_312,Corporate,Central,235,8,8022.13,1,1,2,Hibernating / Lost
CUST-0822,Customer_822,Corporate,South,33,11,8030.6,3,2,2,Hibernating / Lost
CUST-0842,Customer_842,Consumer,South,34,11,8049.8,3,2,2,Hibernating / Lost
CUST-0585,Customer_585,Corporate,Central,22,18,8055.89,4,5,2,Champions (High Value)
CUST-0238,Customer_238,Consumer,South,110,12,8071.3,1,3,2,At-Risk Customers
CUST-0400,Customer_400,Consumer,North,17,13,8075.89,4,3,2,Hibernating / Lost
CUST-0687,Customer_687,Consumer,North,96,12,8092.01,1,3,2,At-Risk Customers
CUST-0371,Customer_371,Corporate,East,11,13,8095.99,5,3,2,Hibernating / Lost
CUST-0302,Customer_302,Consumer,East,30,14,8110.73,3,4,2,Hibernating / Lost
CUST-0246,Customer_246,Consumer,East,107,11,8118.33,1,3,2,At-Risk Customers
CUST-0749,Customer_749,Corporate,West,35,13,8122.2,3,4,3,Loyal Customers
CUST-0124,Customer_124,Corporate,South,65,12,8129.23,2,3,3,Loyal Customers
CUST-0497,Customer_497,Consumer,West,50,11,8142.26,3,2,3,Hibernating / Lost
CUST-0667,Customer_667,Consumer,South,46,13,8143.18,3,4,3,Loyal Customers
CUST-0435,Customer_435,Consumer,East,184,9,8177.06,1,1,3,Hibernating / Lost
CUST-0712,Customer_712,Consumer,East,79,14,8181.51,2,4,3,Loyal Customers
CUST-0252,Customer_252,Home Office,Central,3,8,8181.91,5,1,3,Promising New
CUST-0632,Customer_632,Consumer,West,49,12,8199.37,3,3,3,Loyal Customers
CUST-0189,Customer_189,Home Office,West,57,16,8206.2,2,5,3,Loyal Customers
CUST-0265,Customer_265,Corporate,East,21,12,8209.02,4,3,3,Loyal Customers
CUST-0310,Customer_310,Consumer,South,24,8,8215.84,4,1,3,Promising New
CUST-0599,Customer_599,Home Office,Central,74,13,8240.86,2,4,3,Loyal Customers
CUST-0761,Customer_761,Corporate,North,9,13,8241.32,5,3,3,Loyal Customers
CUST-0308,Customer_308,Corporate,North,4,15,8265.59,5,4,3,Champions (High Value)
CUST-0455,Customer_455,Consumer,South,14,13,8274.75,4,3,3,Loyal Customers
CUST-0738,Customer_738,Corporate,Central,16,14,8276.19,4,4,3,Champions (High Value)
CUST-0104,Customer_104,Home Office,South,43,13,8277.47,3,4,3,Loyal Customers
CUST-0467,Customer_467,Consumer,Central,24,15,8282.16,4,4,3,Champions (High Value)
CUST-0076,Customer_76,Home Office,Central,18,10,8286.81,4,2,3,Promising New
CUST-0138,Customer_138,Corporate,East,21,12,8333.3,4,3,3,Loyal Customers
CUST-0459,Customer_459,Consumer,South,235,12,8370.39,1,3,3,Loyal Customers
CUST-0816,Customer_816,Consumer,West,33,10,8370.56,3,2,3,Hibernating / Lost
CUST-0206,Customer_206,Consumer,West,50,14,8373.49,3,4,3,Loyal Customers
CUST-0112,Customer_112,Home Office,South,25,13,8378.2,4,3,3,Loyal Customers
CUST-0163,Customer_163,Corporate,South,92,14,8379.46,2,4,3,Loyal Customers
CUST-0631,Customer_631,Home Office,East,8,13,8402.5,5,3,3,Loyal Customers
CUST-0191,Customer_191,Home Office,North,9,14,8406.76,5,4,3,Champions (High Value)
CUST-0850,Customer_850,Consumer,South,29,13,8426.72,4,3,3,Loyal Customers
CUST-0375,Customer_375,Consumer,South,94,12,8443.13,1,3,3,Loyal Customers
CUST-0500,Customer_500,Corporate,Central,46,8,8444.83,3,1,3,Hibernating / Lost
CUST-0691,Customer_691,Consumer,West,108,12,8446.15,1,3,3,Loyal Customers
CUST-0776,Customer_776,Home Office,East,96,10,8475.03,1,2,3,Hibernating / Lost
CUST-0192,Customer_192,Consumer,South,316,9,8507.38,1,1,3,Hibernating / Lost
CUST-0008,Customer_8,Consumer,West,30,12,8520.98,3,3,3,Loyal Customers
CUST-0411,Customer_411,Home Office,South,64,9,8527.23,2,1,3,Hibernating / Lost
CUST-0201,Customer_201,Corporate,North,18,12,8544.06,4,3,3,Loyal Customers
CUST-0636,Customer_636,Consumer,North,19,15,8555.81,4,4,3,Champions (High Value)
CUST-0635,Customer_635,Corporate,South,216,9,8582.25,1,1,3,Hibernating / Lost
CUST-0207,Customer_207,Consumer,South,24,16,8617.51,4,5,3,Champions (High Value)
CUST-0846,Customer_846,Consumer,South,12,11,8623.89,5,2,3,Promising New
CUST-0264,Customer_264,Consumer,South,116,9,8623.98,1,1,3,Hibernating / Lost
CUST-0358,Customer_358,Consumer,North,22,11,8631.5,4,2,3,Promising New
CUST-0274,Customer_274,Home Office,West,73,12,8634.26,2,3,3,Loyal Customers
CUST-0156,Customer_156,Home Office,West,273,12,8639.1,1,3,3,Loyal Customers
CUST-0595,Customer_595,Consumer,West,33,13,8639.57,3,3,3,Loyal Customers
CUST-0041,Customer_41,Consumer,North,52,13,8676.54,3,4,3,Loyal Customers
CUST-0758,Customer_758,Corporate,North,20,9,8686.74,4,1,3,Promising New
CUST-0715,Customer_715,Corporate,West,64,13,8709.38,2,4,3,Loyal Customers
CUST-0052,Customer_52,Consumer,East,9,16,8715.86,5,5,3,Champions (High Value)
CUST-0564,Customer_564,Corporate,South,12,8,8779.55,5,1,3,Promising New
CUST-0781,Customer_781,Consumer,South,50,13,8785.44,3,4,3,Loyal Customers
CUST-0280,Customer_280,Corporate,East,126,8,8795.75,1,1,3,Hibernating / Lost
CUST-0551,Customer_551,Consumer,East,33,11,8797.77,3,2,3,Hibernating / Lost
CUST-0332,Customer_332,Consumer,North,90,13,8799.88,2,4,3,Loyal Customers
CUST-0506,Customer_506,Corporate,East,13,16,8807.95,5,5,3,Champions (High Value)
CUST-0266,Customer_266,Corporate,West,113,13,8808.72,1,4,3,Loyal Customers
CUST-0330,Customer_330,Corporate,West,68,17,8844.36,2,5,3,Loyal Customers
CUST-0183,Customer_183,Consumer,East,49,11,8854.63,3,2,3,Hibernating / Lost
CUST-0313,Customer_313,Home Office,North,9,11,8881.42,5,2,3,Promising New
CUST-0226,Customer_226,Corporate,West,1,10,8888.57,5,1,3,Promising New
CUST-0452,Customer_452,Corporate,West,37,10,8893.91,3,2,3,Hibernating / Lost
CUST-0082,Customer_82,Consumer,East,46,11,8899.01,3,2,3,Hibernating / Lost
CUST-0010,Customer_10,Consumer,East,46,11,8909.09,3,2,3,Hibernating / Lost
CUST-0565,Customer_565,Consumer,North,5,11,8911.89,5,2,3,Promising New
CUST-0741,Customer_741,Consumer,East,85,15,8933.87,2,5,3,Loyal Customers
CUST-0686,Customer_686,Consumer,West,54,16,8972.84,2,5,3,Loyal Customers
CUST-0277,Customer_277,Consumer,South,18,15,8977.28,4,4,3,Champions (High Value)
CUST-0070,Customer_70,Consumer,North,64,11,8984.68,2,2,3,Hibernating / Lost
CUST-0325,Customer_325,Corporate,East,8,13,8994.23,5,3,3,Loyal Customers
CUST-0130,Customer_130,Home Office,North,9,12,9020.38,5,3,3,Loyal Customers
CUST-0766,Customer_766,Consumer,South,52,14,9036.01,3,4,3,Loyal Customers
CUST-0727,Customer_727,Corporate,Central,17,19,9042.71,4,5,3,Champions (High Value)
CUST-0818,Customer_818,Corporate,South,4,10,9045.05,5,2,3,Promising New
CUST-0195,Customer_195,Consumer,North,81,11,9068.16,2,3,3,Loyal Customers
CUST-0235,Customer_235,Consumer,North,2,11,9076.39,5,2,3,Promising New
CUST-0228,Customer_228,Corporate,North,1,14,9092.96,5,4,3,Champions (High Value)
CUST-0694,Customer_694,Consumer,North,101,10,9100.08,1,2,3,Hibernating / Lost
CUST-0029,Customer_29,Corporate,East,89,12,9100.38,2,3,3,Loyal Customers
CUST-0704,Customer_704,Corporate,North,43,9,9112.03,3,1,3,Hibernating / Lost
CUST-0451,Customer_451,Consumer,North,78,11,9122.79,2,3,3,Loyal Customers
CUST-0670,Customer_670,Consumer,South,11,14,9172.0,5,4,3,Champions (High Value)
CUST-0422,Customer_422,Home Office,North,15,20,9178.54,4,5,3,Champions (High Value)
CUST-0345,Customer_345,Consumer,West,24,14,9182.91,4,4,3,Champions (High Value)
CUST-0026,Customer_26,Corporate,South,28,12,9193.5,4,3,3,Loyal Customers
CUST-0642,Customer_642,Consumer,East,1,12,9195.23,5,3,3,Loyal Customers
CUST-0479,Customer_479,Corporate,East,12,12,9202.75,5,3,3,Loyal Customers
CUST-0495,Customer_495,Home Office,West,4,17,9249.62,5,5,3,Champions (High Value)
CUST-0326,Customer_326,Corporate,East,88,15,9260.12,2,5,3,Loyal Customers
CUST-0833,Customer_833,Consumer,West,55,12,9270.36,2,3,3,Loyal Customers
CUST-0763,Customer_763,Home Office,North,19,15,9274.23,4,4,3,Champions (High Value)
CUST-0760,Customer_760,Consumer,East,20,13,9284.62,4,3,3,Loyal Customers
CUST-0416,Customer_416,Corporate,West,50,16,9284.77,3,5,3,Loyal Customers
CUST-0710,Customer_710,Home Office,Central,36,13,9287.87,3,4,3,Loyal Customers
CUST-0679,Customer_679,Corporate,South,143,9,9338.16,1,1,3,Hibernating / Lost
CUST-0339,Customer_339,Consumer,East,3,12,9346.41,5,3,3,Loyal Customers
CUST-0199,Customer_199,Consumer,Central,16,10,9364.52,4,2,3,Promising New
CUST-0705,Customer_705,Consumer,West,18,12,9365.09,4,3,3,Loyal Customers
CUST-0079,Customer_79,Corporate,North,32,12,9381.47,3,3,3,Loyal Customers
CUST-0245,Customer_245,Consumer,South,30,12,9399.45,3,3,3,Loyal Customers
CUST-0161,Customer_161,Consumer,North,72,13,9455.81,2,4,3,Loyal Customers
CUST-0493,Customer_493,Home Office,East,9,15,9485.15,5,4,3,Champions (High Value)
CUST-0301,Customer_301,Home Office,South,23,13,9486.9,4,3,3,Loyal Customers
CUST-0529,Customer_529,Home Office,North,12,14,9489.3,5,4,3,Champions (High Value)
CUST-0726,Customer_726,Home Office,West,38,9,9491.94,3,1,3,Hibernating / Lost
CUST-0530,Customer_530,Consumer,North,118,11,9501.38,1,3,3,Loyal Customers
CUST-0608,Customer_608,Corporate,East,1,11,9506.1,5,2,3,Promising New
CUST-0177,Customer_177,Home Office,North,121,10,9536.12,1,2,3,Hibernating / Lost
CUST-0556,Customer_556,Consumer,North,130,16,9541.36,1,5,3,Loyal Customers
CUST-0123,Customer_123,Corporate,East,16,10,9573.28,4,2,3,Promising New
CUST-0699,Customer_699,Consumer,South,91,11,9584.81,2,3,3,Loyal Customers
CUST-0737,Customer_737,Home Office,South,5,10,9592.58,5,2,3,Promising New
CUST-0352,Customer_352,Consumer,North,16,11,9605.32,4,2,3,Promising New
CUST-0004,Customer_4,Consumer,North,40,13,9619.36,3,4,3,Loyal Customers
CUST-0840,Customer_840,Consumer,East,74,10,9630.57,2,2,3,Hibernating / Lost
CUST-0622,Customer_622,Corporate,West,120,10,9633.92,1,2,3,Hibernating / Lost
CUST-0510,Customer_510,Corporate,North,71,14,9646.99,2,4,3,Loyal Customers
CUST-0579,Customer_579,Consumer,West,48,12,9680.28,3,3,3,Loyal Customers
CUST-0474,Customer_474,Consumer,East,41,17,9703.48,3,5,3,Loyal Customers
CUST-0109,Customer_109,Consumer,East,203,16,9707.14,1,5,3,Loyal Customers
CUST-0275,Customer_275,Consumer,Central,0,13,9708.28,5,3,3,Loyal Customers
CUST-0692,Customer_692,Consumer,West,54,9,9708.37,2,1,3,Hibernating / Lost
CUST-0751,Customer_751,Consumer,Central,131,13,9708.85,1,4,3,Loyal Customers
CUST-0536,Customer_536,Corporate,South,27,10,9710.93,4,2,3,Promising New
CUST-0420,Customer_420,Consumer,North,127,16,9721.37,1,5,3,Loyal Customers
CUST-0830,Customer_830,Corporate,West,61,11,9735.14,2,2,3,Hibernating / Lost
CUST-0144,Customer_144,Corporate,North,30,12,9739.18,3,3,3,Loyal Customers
CUST-0466,Customer_466,Consumer,Central,86,11,9741.37,2,3,3,Loyal Customers
CUST-0357,Customer_357,Consumer,East,0,15,9754.36,5,4,3,Champions (High Value)
CUST-0136,Customer_136,Corporate,West,87,9,9761.24,2,1,3,Hibernating / Lost
CUST-0436,Customer_436,Consumer,South,98,15,9782.0,1,5,3,Loyal Customers
CUST-0038,Customer_38,Home Office,South,174,12,9787.88,1,3,3,Loyal Customers
CUST-0523,Customer_523,Consumer,South,33,17,9802.14,3,5,3,Loyal Customers
CUST-0444,Customer_444,Consumer,West,148,14,9805.34,1,4,3,Loyal Customers
CUST-0677,Customer_677,Home Office,South,79,12,9806.63,2,3,3,Loyal Customers
CUST-0791,Customer_791,Consumer,South,60,12,9814.87,2,3,3,Loyal Customers
CUST-0167,Customer_167,Consumer,East,28,13,9827.32,4,3,3,Loyal Customers
CUST-0520,Customer_520,Corporate,East,1,14,9835.61,5,4,3,Champions (High Value)
CUST-0397,Customer_397,Consumer,West,104,10,9854.7,1,2,3,Hibernating / Lost
CUST-0208,Customer_208,Corporate,East,4,11,9859.57,5,2,3,Promising New
CUST-0653,Customer_653,Consumer,South,35,18,9861.88,3,5,3,Loyal Customers
CUST-0135,Customer_135,Consumer,East,66,11,9867.67,2,2,3,Hibernating / Lost
CUST-0434,Customer_434,Corporate,South,77,7,9908.26,2,1,3,Hibernating / Lost
CUST-0628,Customer_628,Consumer,South,41,14,9922.75,3,4,3,Loyal Customers
CUST-0432,Customer_432,Corporate,North,90,16,9925.18,2,5,3,Loyal Customers
CUST-0580,Customer_580,Corporate,North,187,12,9927.95,1,3,3,Loyal Customers
CUST-0513,Customer_513,Consumer,West,7,15,9930.31,5,4,3,Champions (High Value)
CUST-0360,Customer_360,Corporate,West,9,13,9933.35,5,3,3,Loyal Customers
CUST-0022,Customer_22,Consumer,North,77,17,9942.75,2,5,3,Loyal Customers
CUST-0205,Customer_205,Corporate,South,53,11,9949.54,2,2,3,Hibernating / Lost
CUST-0651,Customer_651,Consumer,North,67,11,9952.14,2,2,3,Hibernating / Lost
CUST-0801,Customer_801,Home Office,Central,30,14,9954.48,3,4,3,Loyal Customers
CUST-0793,Customer_793,Corporate,West,26,11,9974.93,4,2,3,Promising New
CUST-0128,Customer_128,Corporate,North,101,11,9976.76,1,3,3,Loyal Customers
CUST-0221,Customer_221,Corporate,East,23,13,9976.96,4,3,3,Loyal Customers
CUST-0170,Customer_170,Consumer,North,121,8,10031.77,1,1,3,Hibernating / Lost
CUST-0350,Customer_350,Corporate,North,11,12,10054.42,5,3,3,Loyal Customers
CUST-0748,Customer_748,Consumer,North,112,7,10065.48,1,1,3,Hibernating / Lost
CUST-0823,Customer_823,Home Office,North,117,9,10072.86,1,1,3,Hibernating / Lost
CUST-0382,Customer_382,Corporate,West,79,12,10078.24,2,3,3,Loyal Customers
CUST-0747,Customer_747,Corporate,West,31,14,10103.56,3,4,3,Loyal Customers
CUST-0591,Customer_591,Corporate,Central,38,9,10111.86,3,1,3,Hibernating / Lost
CUST-0080,Customer_80,Corporate,West,77,18,10113.19,2,5,3,Loyal Customers
CUST-0813,Customer_813,Home Office,Central,24,9,10118.45,4,1,3,Promising New
CUST-0340,Customer_340,Home Office,East,32,11,10130.5,3,2,3,Hibernating / Lost
CUST-0405,Customer_405,Consumer,West,59,15,10164.24,2,5,3,Loyal Customers
CUST-0241,Customer_241,Consumer,South,37,20,10165.03,3,5,3,Loyal Customers
CUST-0379,Customer_379,Consumer,East,91,15,10165.29,2,5,3,Loyal Customers
CUST-0347,Customer_347,Consumer,Central,9,12,10167.44,5,3,3,Loyal Customers
CUST-0484,Customer_484,Home Office,West,10,10,10167.84,5,2,3,Promising New
CUST-0242,Customer_242,Corporate,North,52,20,10201.54,3,5,3,Loyal Customers
CUST-0152,Customer_152,Home Office,South,87,15,10235.56,2,5,4,Loyal Customers
CUST-0465,Customer_465,Corporate,West,115,12,10245.55,1,3,4,Loyal Customers
CUST-0721,Customer_721,Home Office,North,8,15,10250.98,5,4,4,Champions (High Value)
CUST-0753,Customer_753,Corporate,North,7,13,10285.11,5,3,4,Loyal Customers
CUST-0107,Customer_107,Home Office,South,31,14,10288.31,3,4,4,Loyal Customers
CUST-0507,Customer_507,Corporate,East,10,13,10305.02,5,3,4,Loyal Customers
CUST-0728,Customer_728,Corporate,West,48,15,10310.24,3,4,4,Loyal Customers
CUST-0504,Customer_504,Consumer,South,33,10,10314.17,3,2,4,Hibernating / Lost
CUST-0723,Customer_723,Corporate,Central,40,12,10322.21,3,3,4,Loyal Customers
CUST-0366,Customer_366,Consumer,East,44,11,10342.37,3,2,4,Hibernating / Lost
CUST-0353,Customer_353,Corporate,East,16,10,10352.2,4,2,4,Promising New
CUST-0356,Customer_356,Corporate,Central,22,14,10390.15,4,4,4,Champions (High Value)
CUST-0688,Customer_688,Corporate,North,51,14,10417.59,3,4,4,Loyal Customers
CUST-0299,Customer_299,Consumer,South,9,10,10426.38,5,2,4,Promising New
CUST-0030,Customer_30,Consumer,North,3,17,10436.95,5,5,4,Champions (High Value)
CUST-0714,Customer_714,Corporate,Central,38,8,10437.48,3,1,4,Hibernating / Lost
CUST-0081,Customer_81,Consumer,East,5,18,10465.64,5,5,4,Champions (High Value)
CUST-0231,Customer_231,Consumer,South,54,10,10483.26,2,2,4,Hibernating / Lost
CUST-0775,Customer_775,Home Office,North,13,11,10488.56,5,2,4,Promising New
CUST-0539,Customer_539,Home Office,West,48,9,10540.82,3,1,4,Hibernating / Lost
CUST-0832,Customer_832,Corporate,East,73,7,10543.01,2,1,4,Hibernating / Lost
CUST-0811,Customer_811,Home Office,South,92,13,10548.97,2,4,4,Loyal Customers
CUST-0508,Customer_508,Home Office,Central,29,16,10550.18,4,5,4,Champions (High Value)
CUST-0463,Customer_463,Corporate,East,82,12,10557.48,2,3,4,Loyal Customers
CUST-0039,Customer_39,Home Office,North,3,9,10557.91,5,1,4,Promising New
CUST-0254,Customer_254,Corporate,East,1,14,10560.65,5,4,4,Champions (High Value)
CUST-0799,Customer_799,Corporate,West,12,14,10588.02,5,4,4,Champions (High Value)
CUST-0166,Customer_166,Corporate,North,15,15,10593.91,4,4,4,Champions (High Value)
CUST-0162,Customer_162,Corporate,East,16,15,10624.82,4,4,4,Champions (High Value)
CUST-0483,Customer_483,Consumer,Central,81,17,10652.35,2,5,4,Loyal Customers
CUST-0198,Customer_198,Corporate,East,6,13,10691.02,5,3,4,Loyal Customers
CUST-0678,Customer_678,Corporate,East,60,13,10701.22,2,4,4,Loyal Customers
CUST-0788,Customer_788,Consumer,South,18,11,10734.58,4,2,4,Promising New
CUST-0664,Customer_664,Corporate,East,8,15,10752.18,5,4,4,Champions (High Value)
CUST-0017,Customer_17,Consumer,East,48,16,10776.56,3,5,4,Loyal Customers
CUST-0810,Customer_810,Consumer,North,58,17,10803.46,2,5,4,Loyal Customers
CUST-0184,Customer_184,Consumer,South,39,17,10819.18,3,5,4,Loyal Customers
CUST-0248,Customer_248,Consumer,West,149,14,10889.37,1,4,4,Loyal Customers
CUST-0515,Customer_515,Consumer,West,13,12,10903.05,5,3,4,Loyal Customers
CUST-0514,Customer_514,Corporate,West,46,9,10919.27,3,1,4,Hibernating / Lost
CUST-0756,Customer_756,Corporate,East,129,7,10947.85,1,1,4,Hibernating / Lost
CUST-0334,Customer_334,Corporate,Central,9,10,10950.68,5,2,4,Promising New
CUST-0090,Customer_90,Consumer,North,6,17,10953.22,5,5,4,Champions (High Value)
CUST-0706,Customer_706,Corporate,South,19,9,10956.84,4,1,4,Promising New
CUST-0046,Customer_46,Consumer,North,23,18,10974.32,4,5,4,Champions (High Value)
CUST-0633,Customer_633,Home Office,West,64,14,10976.37,2,4,4,Loyal Customers
CUST-0607,Customer_607,Corporate,North,32,11,10981.99,3,2,4,Hibernating / Lost
CUST-0359,Customer_359,Consumer,South,53,19,11005.05,2,5,4,Loyal Customers
CUST-0588,Customer_588,Consumer,South,30,14,11111.57,3,4,4,Loyal Customers
CUST-0037,Customer_37,Corporate,West,28,21,11113.67,4,5,4,Champions (High Value)
CUST-0439,Customer_439,Corporate,North,13,10,11128.97,4,2,4,Promising New
CUST-0689,Customer_689,Home Office,North,48,20,11148.11,3,5,4,Loyal Customers
CUST-0545,Customer_545,Home Office,West,10,11,11148.57,5,2,4,Promising New
CUST-0450,Customer_450,Home Office,West,49,14,11148.82,3,4,4,Loyal Customers
CUST-0629,Customer_629,Home Office,North,61,12,11148.99,2,3,4,Loyal Customers
CUST-0566,Customer_566,Consumer,Central,45,14,11166.72,3,4,4,Loyal Customers
CUST-0437,Customer_437,Corporate,West,27,15,11178.3,4,4,4,Champions (High Value)
CUST-0329,Customer_329,Consumer,North,1,11,11179.07,5,2,4,Promising New
CUST-0770,Customer_770,Home Office,South,89,21,11194.42,2,5,4,Loyal Customers
CUST-0502,Customer_502,Consumer,South,238,13,11218.26,1,4,4,Loyal Customers
CUST-0558,Customer_558,Home Office,North,35,12,11218.6,3,3,4,Loyal Customers
CUST-0538,Customer_538,Consumer,East,65,14,11242.95,2,4,4,Loyal Customers
CUST-0244,Customer_244,Consumer,North,26,17,11254.69,4,5,4,Champions (High Value)
CUST-0744,Customer_744,Consumer,North,19,8,11270.26,4,1,4,Promising New
CUST-0560,Customer_560,Home Office,North,9,13,11274.17,5,3,4,Loyal Customers
CUST-0127,Customer_127,Home Office,North,76,12,11310.41,2,3,4,Loyal Customers
CUST-0671,Customer_671,Consumer,Central,51,14,11318.71,3,4,4,Loyal Customers
CUST-0407,Customer_407,Home Office,Central,15,18,11351.79,4,5,4,Champions (High Value)
CUST-0848,Customer_848,Corporate,West,16,11,11365.8,4,2,4,Promising New
CUST-0215,Customer_215,Home Office,North,8,21,11385.43,5,5,4,Champions (High Value)
CUST-0121,Customer_121,Consumer,Central,88,12,11433.14,2,3,4,Loyal Customers
CUST-0478,Customer_478,Corporate,South,19,13,11446.23,4,3,4,Loyal Customers
CUST-0641,Customer_641,Consumer,South,32,14,11459.57,3,4,4,Loyal Customers
CUST-0649,Customer_649,Home Office,North,41,16,11464.52,3,5,4,Loyal Customers
CUST-0021,Customer_21,Consumer,East,6,12,11466.67,5,3,4,Loyal Customers
CUST-0661,Customer_661,Consumer,North,42,13,11520.38,3,4,4,Loyal Customers
CUST-0368,Customer_368,Consumer,North,62,15,11527.8,2,5,4,Loyal Customers
CUST-0546,Customer_546,Consumer,North,243,12,11534.92,1,3,4,Loyal Customers
CUST-0063,Customer_63,Corporate,East,105,11,11537.11,1,3,4,Loyal Customers
CUST-0145,Customer_145,Corporate,South,7,15,11538.43,5,4,4,Champions (High Value)
CUST-0253,Customer_253,Consumer,West,70,16,11539.05,2,5,4,Loyal Customers
CUST-0837,Customer_837,Consumer,West,27,9,11551.48,4,1,4,Promising New
CUST-0730,Customer_730,Home Office,South,30,16,11575.57,3,5,4,Loyal Customers
CUST-0220,Customer_220,Consumer,South,55,11,11593.19,2,2,4,Hibernating / Lost
CUST-0169,Customer_169,Consumer,South,130,11,11608.9,1,3,4,Loyal Customers
CUST-0073,Customer_73,Corporate,North,19,15,11612.12,4,4,4,Champions (High Value)
CUST-0001,Customer_1,Corporate,North,17,15,11620.15,4,4,4,Champions (High Value)
CUST-0096,Customer_96,Consumer,North,4,13,11637.11,5,3,4,Loyal Customers
CUST-0137,Customer_137,Consumer,Central,52,13,11642.31,3,4,4,Loyal Customers
CUST-0803,Customer_803,Consumer,West,267,5,11649.76,1,1,4,Hibernating / Lost
CUST-0802,Customer_802,Corporate,Central,0,20,11662.21,5,5,4,Champions (High Value)
CUST-0087,Customer_87,Consumer,North,66,10,11674.62,2,2,4,Hibernating / Lost
CUST-0612,Customer_612,Consumer,West,39,11,11726.2,3,2,4,Hibernating / Lost
CUST-0298,Customer_298,Corporate,South,161,14,11762.34,1,4,4,Loyal Customers
CUST-0476,Customer_476,Consumer,West,137,14,11767.67,1,4,4,Loyal Customers
CUST-0584,Customer_584,Consumer,East,16,15,11805.15,4,4,4,Champions (High Value)
CUST-0683,Customer_683,Consumer,South,17,14,11846.84,4,4,4,Champions (High Value)
CUST-0319,Customer_319,Corporate,North,9,9,11871.12,5,1,4,Promising New
CUST-0084,Customer_84,Corporate,South,141,10,11884.88,1,2,4,Hibernating / Lost
CUST-0698,Customer_698,Consumer,South,14,17,11893.67,4,5,4,Champions (High Value)
CUST-0271,Customer_271,Consumer,East,22,11,11901.85,4,2,4,Promising New
CUST-0320,Customer_320,Home Office,West,12,17,11902.93,5,5,4,Champions (High Value)
CUST-0418,Customer_418,Consumer,South,97,16,11911.56,1,5,4,Loyal Customers
CUST-0473,Customer_473,Consumer,South,29,7,11954.38,4,1,4,Promising New
CUST-0126,Customer_126,Corporate,Central,40,13,11982.65,3,4,4,Loyal Customers
CUST-0089,Customer_89,Consumer,North,20,18,11982.68,4,5,4,Champions (High Value)
CUST-0229,Customer_229,Home Office,North,3,16,12044.98,5,5,4,Champions (High Value)
CUST-0581,Customer_581,Corporate,North,62,15,12052.63,2,5,4,Loyal Customers
CUST-0424,Customer_424,Consumer,Central,132,9,12053.82,1,1,4,Hibernating / Lost
CUST-0601,Customer_601,Consumer,South,75,19,12154.99,2,5,4,Loyal Customers
CUST-0151,Customer_151,Consumer,East,27,9,12209.73,4,1,4,Promising New
CUST-0729,Customer_729,Consumer,North,19,11,12236.51,4,2,4,Promising New
CUST-0110,Customer_110,Consumer,West,75,15,12242.48,2,5,4,Loyal Customers
CUST-0550,Customer_550,Consumer,South,54,11,12325.45,2,2,4,Hibernating / Lost
CUST-0143,Customer_143,Consumer,East,20,16,12333.71,4,5,4,Champions (High Value)
CUST-0593,Customer_593,Consumer,West,14,15,12341.83,4,4,4,Champions (High Value)
CUST-0839,Customer_839,Corporate,South,354,12,12356.93,1,3,4,Loyal Customers
CUST-0480,Customer_480,Corporate,East,54,17,12357.58,2,5,4,Loyal Customers
CUST-0214,Customer_214,Consumer,East,98,12,12377.09,1,3,4,Loyal Customers
CUST-0263,Customer_263,Consumer,South,18,14,12378.64,4,4,4,Champions (High Value)
CUST-0426,Customer_426,Consumer,South,8,13,12399.47,5,3,4,Loyal Customers
CUST-0251,Customer_251,Home Office,South,220,11,12497.74,1,3,4,Loyal Customers
CUST-0188,Customer_188,Consumer,South,30,14,12502.91,3,4,4,Loyal Customers
CUST-0115,Customer_115,Consumer,North,50,16,12513.03,3,5,4,Loyal Customers
CUST-0637,Customer_637,Consumer,East,3,12,12547.36,5,3,4,Loyal Customers
CUST-0259,Customer_259,Consumer,North,61,12,12551.57,2,3,4,Loyal Customers
CUST-0471,Customer_471,Corporate,North,57,14,12573.39,2,4,4,Loyal Customers
CUST-0281,Customer_281,Consumer,East,40,12,12578.31,3,3,4,Loyal Customers
CUST-0268,Customer_268,Consumer,East,16,15,12578.39,4,4,4,Champions (High Value)
